country (income_per_person_gdpperc.csv),Region,Year 1,Income,Life Expectancy,Population
Azerbaijan,EUROPE EAST,1888,1200,29.5,1640000
Armenia,EUROPE EAST,1888,711,34.2,763000
Albania,EUROPE EAST,1888,1030,35.4,720000
Vietnam,EAST ASIA PACIFIC,1888,869,31.5,11000000
Vanuatu,EAST ASIA PACIFIC,1888,739,24.7,51200
Tonga,EAST ASIA PACIFIC,1888,837,28.4,20000
Timor-Leste,EAST ASIA PACIFIC,1888,620,29.8,304000
Thailand,EAST ASIA PACIFIC,1888,1070,30.7,6680000
South Korea,EAST ASIA PACIFIC,1888,531,25.9,9430000
Solomon Islands,EAST ASIA PACIFIC,1888,463,25.1,108000
Singapore,EAST ASIA PACIFIC,1888,2330,34.1,147000
Samoa,EAST ASIA PACIFIC,1888,1770,26.4,35800
Philippines,EAST ASIA PACIFIC,1888,1220,31.2,5930000
Papua New Guinea,EAST ASIA PACIFIC,1888,690,32.3,968000
North Korea,EAST ASIA PACIFIC,1888,288,26.6,5000000
New Zealand,EAST ASIA PACIFIC,1888,5850,42.1,632000
Myanmar,EAST ASIA PACIFIC,1888,717,30.2,6220000
Mongolia,EAST ASIA PACIFIC,1888,753,31.6,683000
"Micronesia, Fed. Sts.",EAST ASIA PACIFIC,1888,547,26.6,23100
Marshall Islands,EAST ASIA PACIFIC,1888,569,,29400
Malaysia,EAST ASIA PACIFIC,1888,1340,30.6,1430000
Lao,EAST ASIA PACIFIC,1888,1020,31.3,1080000
Kiribati,EAST ASIA PACIFIC,1888,595,25.2,24500
Japan,EAST ASIA PACIFIC,1888,1420,37.6,39200000
Indonesia,EAST ASIA PACIFIC,1888,1190,30.2,33000000
Fiji,EAST ASIA PACIFIC,1888,991,26.6,122000
China,EAST ASIA PACIFIC,1888,741,32,379000000
Cambodia,EAST ASIA PACIFIC,1888,426,35.5,2640000
Brunei,EAST ASIA PACIFIC,1888,1910,28.9,11500
Australia,EAST ASIA PACIFIC,1888,8180,43.6,2880000
Yemen,ASIA WEST,1888,1130,23.5,2880000
Uzbekistan,ASIA WEST,1888,660,27.6,3540000
United Arab Emirates,ASIA WEST,1888,1680,30.9,43600
Turkmenistan,ASIA WEST,1888,1590,23,681000
Tajikistan,ASIA WEST,1888,873,24.7,862000
Syria,ASIA WEST,1888,768,31.5,1650000
Sri Lanka,ASIA WEST,1888,1340,32.5,3380000
Saudi Arabia,ASIA WEST,1888,2650,33.4,2160000
Qatar,ASIA WEST,1888,1850,30.5,15400
Palestine,ASIA WEST,1888,844,32.8,247000
Pakistan,ASIA WEST,1888,1110,26.6,17200000
Oman,ASIA WEST,1888,1310,32.2,370000
Nepal,ASIA WEST,1888,706,33.8,5030000
Maldives,ASIA WEST,1888,839,32.2,60300
Lebanon,ASIA WEST,1888,3650,29.8,483000
Kyrgyz Republic,ASIA WEST,1888,925,24.5,983000
Kuwait,ASIA WEST,1888,1850,26.2,91400
Kazakhstan,ASIA WEST,1888,1920,26.9,3760000
Jordan,ASIA WEST,1888,1670,31.8,264000
Israel,ASIA WEST,1888,983,32,305000
Iraq,ASIA WEST,1888,4730,31.4,1820000
Iran,ASIA WEST,1888,1880,26,9110000
India,ASIA WEST,1888,766,24.5,280000000
Bhutan,ASIA WEST,1888,722,30.5,285000
Bangladesh,ASIA WEST,1888,954,22.7,24900000
Bahrain,ASIA WEST,1888,2360,30.5,71200
Afghanistan,ASIA WEST,1888,874,28.6,4530000
Venezuela,AMERICA SOUTH,1888,2690,32.3,2270000
Uruguay,AMERICA SOUTH,1888,4520,32.9,642000
Suriname,AMERICA SOUTH,1888,2590,32.9,92400
Peru,AMERICA SOUTH,1888,967,35,3290000
Paraguay,AMERICA SOUTH,1888,1960,35.9,543000
Guyana,AMERICA SOUTH,1888,1930,31.4,264000
Ecuador,AMERICA SOUTH,1888,999,33.5,1250000
Colombia,AMERICA SOUTH,1888,1150,32.5,3310000
Chile,AMERICA SOUTH,1888,2280,32.1,2650000
Brazil,AMERICA SOUTH,1888,1270,32.1,13700000
Bolivia,AMERICA SOUTH,1888,1430,33.5,1380000
Argentina,AMERICA SOUTH,1888,4650,33.4,3160000
United States,AMERICA NORTH,1888,5020,44.1,61900000
Trinidad and Tobago,AMERICA NORTH,1888,1780,38.9,210000
St. Vincent and the Grenadines,AMERICA NORTH,1888,1330,26,41000
St. Lucia,AMERICA NORTH,1888,1100,28.1,42500
Panama,AMERICA NORTH,1888,1830,33.2,219000
Nicaragua,AMERICA NORTH,1888,2010,25.7,457000
Mexico,AMERICA NORTH,1888,1790,26.9,11300000
Jamaica,AMERICA NORTH,1888,1070,38.7,631000
Honduras,AMERICA NORTH,1888,1610,34.6,395000
Haiti,AMERICA NORTH,1888,1270,28.9,1410000
Guatemala,AMERICA NORTH,1888,1490,25.6,1370000
Grenada,AMERICA NORTH,1888,1280,37.5,50400
El Salvador,AMERICA NORTH,1888,1730,29,734000
Dominican Republic,AMERICA NORTH,1888,967,30.6,382000
Dominica,AMERICA NORTH,1888,1050,,27000
Cuba,AMERICA NORTH,1888,2260,43.4,1630000
Costa Rica,AMERICA NORTH,1888,1660,30.4,241000
Canada,AMERICA NORTH,1888,3800,45,4740000
Belize,AMERICA NORTH,1888,918,26.6,30700
Barbados,AMERICA NORTH,1888,1450,32.5,181000
Bahamas,AMERICA NORTH,1888,2290,35.1,49600
Antigua and Barbuda,AMERICA NORTH,1888,1200,33.7,36300
Zimbabwe,AFRICA SUB SAHARAN,1888,966,33.9,971000
Zambia,AFRICA SUB SAHARAN,1888,820,33.2,1630000
Uganda,AFRICA SUB SAHARAN,1888,646,25.3,3500000
Togo,AFRICA SUB SAHARAN,1888,950,32,679000
Tanzania,AFRICA SUB SAHARAN,1888,676,32.9,5370000
Sudan,AFRICA SUB SAHARAN,1888,722,31.4,4860000
South Sudan,AFRICA SUB SAHARAN,1888,706,28.4,1680000
South Africa,AFRICA SUB SAHARAN,1888,2730,34.1,4640000
Somalia,AFRICA SUB SAHARAN,1888,755,30.5,1500000
Sierra Leone,AFRICA SUB SAHARAN,1888,1020,26.5,1010000
Seychelles,AFRICA SUB SAHARAN,1888,1120,41.8,16700
Senegal,AFRICA SUB SAHARAN,1888,692,26.3,1260000
Sao Tome and Principe,AFRICA SUB SAHARAN,1888,1000,31.3,36700
Rwanda,AFRICA SUB SAHARAN,1888,482,32.1,1620000
Nigeria,AFRICA SUB SAHARAN,1888,1200,32.4,17300000
Niger,AFRICA SUB SAHARAN,1888,621,31.8,1220000
Namibia,AFRICA SUB SAHARAN,1888,1500,33,178000
Mozambique,AFRICA SUB SAHARAN,1888,411,31.4,4500000
Mauritius,AFRICA SUB SAHARAN,1888,1310,31.6,372000
Mauritania,AFRICA SUB SAHARAN,1888,735,32.6,332000
Mali,AFRICA SUB SAHARAN,1888,618,27.5,2070000
Malawi,AFRICA SUB SAHARAN,1888,355,30.7,2140000
Madagascar,AFRICA SUB SAHARAN,1888,798,31.2,2930000
Liberia,AFRICA SUB SAHARAN,1888,959,32.2,447000
Lesotho,AFRICA SUB SAHARAN,1888,369,33.6,255000
Kenya,AFRICA SUB SAHARAN,1888,1120,26,4270000
Guinea-Bissau,AFRICA SUB SAHARAN,1888,601,31.5,265000
Guinea,AFRICA SUB SAHARAN,1888,519,31.7,1410000
Ghana,AFRICA SUB SAHARAN,1888,765,28.6,2460000
Gambia,AFRICA SUB SAHARAN,1888,858,30.9,151000
Gabon,AFRICA SUB SAHARAN,1888,395,31.3,384000
Ethiopia,AFRICA SUB SAHARAN,1888,537,17,18100000
Eritrea,AFRICA SUB SAHARAN,1888,635,30.5,599000
Equatorial Guinea,AFRICA SUB SAHARAN,1888,440,30.4,140000
Cote d'Ivoire,AFRICA SUB SAHARAN,1888,1160,32.1,1340000
"Congo, Rep.",AFRICA SUB SAHARAN,1888,737,32.2,625000
"Congo, Dem. Rep.",AFRICA SUB SAHARAN,1888,697,32.4,9830000
Comoros,AFRICA SUB SAHARAN,1888,761,32.5,77500
Chad,AFRICA SUB SAHARAN,1888,582,32,1920000
Central African Republic,AFRICA SUB SAHARAN,1888,591,30.7,1020000
Cape Verde,AFRICA SUB SAHARAN,1888,779,34.7,126000
Cameroon,AFRICA SUB SAHARAN,1888,872,29.3,3330000
Burundi,AFRICA SUB SAHARAN,1888,453,31.7,1740000
Burkina Faso,AFRICA SUB SAHARAN,1888,519,29.9,2160000
Botswana,AFRICA SUB SAHARAN,1888,553,33.7,146000
Benin,AFRICA SUB SAHARAN,1888,831,31.6,1090000
Angola,AFRICA SUB SAHARAN,1888,909,28.2,3220000
Tunisia,AFRICA NORTH,1888,1220,29.5,1660000
Morocco,AFRICA NORTH,1888,1020,33.4,4160000
Libya,AFRICA NORTH,1888,2310,34.1,425000
Egypt,AFRICA NORTH,1888,2300,32.8,8260000
Djibouti,AFRICA NORTH,1888,993,30.9,40900
Algeria,AFRICA NORTH,1888,1540,29.6,4140000
North Macedonia,,1888,1300,36.3,720000
Eswatini,,1888,682,32.7,96700
United Kingdom,EUROPE WEST,1889,6740,46.3,37400000
Switzerland,EUROPE WEST,1889,10600,45.2,2930000
Sweden,EUROPE WEST,1889,2700,52.3,4770000
Spain,EUROPE WEST,1889,2920,31.3,17700000
Portugal,EUROPE WEST,1889,1880,35.6,4980000
Poland,EUROPE WEST,1889,2640,37.1,22200000
Norway,EUROPE WEST,1889,5250,49,1990000
Netherlands,EUROPE WEST,1889,6040,44.4,4470000
Malta,EUROPE WEST,1889,1480,36.7,203000
Luxembourg,EUROPE WEST,1889,3290,42,211000
Italy,EUROPE WEST,1889,3440,39,31300000
Ireland,EUROPE WEST,1889,4350,46.3,4730000
Iceland,EUROPE WEST,1889,1930,52.5,71100
Greece,EUROPE WEST,1889,2890,38.3,4460000
Germany,EUROPE WEST,1889,4810,40.6,47700000
France,EUROPE WEST,1889,3820,45.6,39500000
Denmark,EUROPE WEST,1889,4310,47.8,2270000
Cyprus,EUROPE WEST,1889,1940,38.4,206000
Belgium,EUROPE WEST,1889,5540,45.1,6030000
Austria,EUROPE WEST,1889,4050,36.9,5350000
Andorra,EUROPE WEST,1889,2810,,4290
Ukraine,EUROPE EAST,1889,1200,36.5,21200000
Turkey,EUROPE EAST,1889,1610,35.5,13300000
Slovenia,EUROPE EAST,1889,2710,36.5,863000
Slovak Republic,EUROPE EAST,1889,2530,36.4,2740000
Serbia,EUROPE EAST,1889,2610,35.6,2150000
Russia,EUROPE EAST,1889,2240,31,58800000
Romania,EUROPE EAST,1889,1100,35.7,10200000
Montenegro,EUROPE EAST,1889,2030,35.6,369000
Moldova,EUROPE EAST,1889,888,33,1330000
Lithuania,EUROPE EAST,1889,1990,37,2150000
Latvia,EUROPE EAST,1889,1180,42.6,1800000
Hungary,EUROPE EAST,1889,3530,36,6570000
Georgia,EUROPE EAST,1889,741,32.4,2010000
Finland,EUROPE EAST,1889,2150,44.9,2330000
Estonia,EUROPE EAST,1889,1470,42,765000
Czech Republic,EUROPE EAST,1889,3400,35,8650000
Croatia,EUROPE EAST,1889,2590,36.1,2260000
Bulgaria,EUROPE EAST,1889,1890,39.7,3400000
Bosnia and Herzegovina,EUROPE EAST,1889,1030,35.3,1540000
Belarus,EUROPE EAST,1889,899,36.1,4440000
Azerbaijan,EUROPE EAST,1889,1120,29.7,1650000
Armenia,EUROPE EAST,1889,660,34.3,769000
Albania,EUROPE EAST,1889,1050,35.4,727000
Vietnam,EAST ASIA PACIFIC,1889,876,31.5,11000000
Vanuatu,EAST ASIA PACIFIC,1889,742,24.8,51600
Tonga,EAST ASIA PACIFIC,1889,840,28.4,20000
Timor-Leste,EAST ASIA PACIFIC,1889,621,29.8,306000
Thailand,EAST ASIA PACIFIC,1889,1080,30.7,6740000
South Korea,EAST ASIA PACIFIC,1889,534,25.9,9430000
Solomon Islands,EAST ASIA PACIFIC,1889,464,25.1,108000
Singapore,EAST ASIA PACIFIC,1889,2370,34.1,151000
Samoa,EAST ASIA PACIFIC,1889,1780,26.4,35600
Philippines,EAST ASIA PACIFIC,1889,1220,31.2,5970000
Papua New Guinea,EAST ASIA PACIFIC,1889,692,32.3,973000
North Korea,EAST ASIA PACIFIC,1889,290,26.6,5010000
New Zealand,EAST ASIA PACIFIC,1889,6100,42.5,647000
Myanmar,EAST ASIA PACIFIC,1889,725,30.2,6600000
Mongolia,EAST ASIA PACIFIC,1889,765,31.6,684000
"Micronesia, Fed. Sts.",EAST ASIA PACIFIC,1889,547,26.6,23200
Marshall Islands,EAST ASIA PACIFIC,1889,569,,30200
Malaysia,EAST ASIA PACIFIC,1889,1340,30.6,1480000
Lao,EAST ASIA PACIFIC,1889,1020,31.3,1110000
Kiribati,EAST ASIA PACIFIC,1889,596,25.3,24600
Japan,EAST ASIA PACIFIC,1889,1470,37.7,39500000
Indonesia,EAST ASIA PACIFIC,1889,1180,30.2,33400000
Fiji,EAST ASIA PACIFIC,1889,995,26.7,121000
China,EAST ASIA PACIFIC,1889,755,32,380000000
Cambodia,EAST ASIA PACIFIC,1889,427,35.5,2660000
Brunei,EAST ASIA PACIFIC,1889,1920,28.8,11800
Australia,EAST ASIA PACIFIC,1889,8620,44.1,2970000
Yemen,ASIA WEST,1889,1130,23.5,2890000
Uzbekistan,ASIA WEST,1889,612,27.9,3570000
United Arab Emirates,ASIA WEST,1889,1710,30.9,43800
Turkmenistan,ASIA WEST,1889,1480,23.2,687000
Tajikistan,ASIA WEST,1889,811,24.9,870000
Syria,ASIA WEST,1889,775,31.6,1660000
Sri Lanka,ASIA WEST,1889,1310,32.5,3420000
Saudi Arabia,ASIA WEST,1889,2660,33.4,2160000
Qatar,ASIA WEST,1889,1880,30.4,15500
Palestine,ASIA WEST,1889,854,32.8,250000
Pakistan,ASIA WEST,1889,1080,26.2,17300000
Oman,ASIA WEST,1889,1320,32.2,370000
Nepal,ASIA WEST,1889,711,33.8,5050000
Maldives,ASIA WEST,1889,839,32.2,60500
Lebanon,ASIA WEST,1889,3680,29.8,483000
Kyrgyz Republic,ASIA WEST,1889,933,24.7,992000
Kuwait,ASIA WEST,1889,1880,26.2,92000
Kazakhstan,ASIA WEST,1889,1790,27.1,3800000
Jordan,ASIA WEST,1889,1690,31.8,265000
Israel,ASIA WEST,1889,988,32,309000
Iraq,ASIA WEST,1889,4770,31.4,1840000
Iran,ASIA WEST,1889,1900,26,9160000
India,ASIA WEST,1889,744,24.4,282000000
Bhutan,ASIA WEST,1889,723,30.6,283000
Bangladesh,ASIA WEST,1889,927,22.5,25000000
Bahrain,ASIA WEST,1889,2380,30.5,71600
Afghanistan,ASIA WEST,1889,892,28.7,4550000
Venezuela,AMERICA SOUTH,1889,2800,32.3,2300000
Uruguay,AMERICA SOUTH,1889,4040,32.9,666000
Suriname,AMERICA SOUTH,1889,2610,32.9,92600
Peru,AMERICA SOUTH,1889,952,35,3330000
Paraguay,AMERICA SOUTH,1889,1990,35.9,577000
Guyana,AMERICA SOUTH,1889,1940,31.4,266000
Ecuador,AMERICA SOUTH,1889,1020,33.5,1270000
Colombia,AMERICA SOUTH,1889,1140,32.5,3370000
Chile,AMERICA SOUTH,1889,2360,32.1,2690000
Brazil,AMERICA SOUTH,1889,1280,32.2,14000000
Bolivia,AMERICA SOUTH,1889,1430,33.5,1410000
Argentina,AMERICA SOUTH,1889,4730,33.6,3260000
United States,AMERICA NORTH,1889,5220,44.6,63300000
Trinidad and Tobago,AMERICA NORTH,1889,1790,38.9,215000
St. Vincent and the Grenadines,AMERICA NORTH,1889,1340,26,41100
St. Lucia,AMERICA NORTH,1889,1100,28.1,43000
Panama,AMERICA NORTH,1889,1850,33.2,222000
Nicaragua,AMERICA NORTH,1889,2030,25.7,464000
Mexico,AMERICA NORTH,1889,1830,26.9,11500000
Jamaica,AMERICA NORTH,1889,1070,37.7,637000
Honduras,AMERICA NORTH,1889,1630,34.7,405000
Haiti,AMERICA NORTH,1889,1280,28.9,1420000
Guatemala,AMERICA NORTH,1889,1510,25.6,1380000
Grenada,AMERICA NORTH,1889,1290,37.5,51500
El Salvador,AMERICA NORTH,1889,1740,29,745000
Dominican Republic,AMERICA NORTH,1889,972,30.6,392000
Dominica,AMERICA NORTH,1889,1060,,27000
Cuba,AMERICA NORTH,1889,2320,44,1640000
Costa Rica,AMERICA NORTH,1889,1680,30.4,248000
Canada,AMERICA NORTH,1889,3790,45.1,4790000
Belize,AMERICA NORTH,1889,924,26.6,31200
Barbados,AMERICA NORTH,1889,1460,32.5,182000
Bahamas,AMERICA NORTH,1889,2310,35.1,50200
Antigua and Barbuda,AMERICA NORTH,1889,1210,33.7,36500
Zimbabwe,AFRICA SUB SAHARAN,1889,967,33.9,981000
Zambia,AFRICA SUB SAHARAN,1889,822,33.2,1640000
Uganda,AFRICA SUB SAHARAN,1889,649,25.3,3510000
Togo,AFRICA SUB SAHARAN,1889,955,32,684000
Tanzania,AFRICA SUB SAHARAN,1889,678,32.9,5370000
Sudan,AFRICA SUB SAHARAN,1889,725,31.4,4860000
South Sudan,AFRICA SUB SAHARAN,1889,710,28.5,1690000
South Africa,AFRICA SUB SAHARAN,1889,2710,34.1,4690000
Somalia,AFRICA SUB SAHARAN,1889,755,30.5,1500000
Sierra Leone,AFRICA SUB SAHARAN,1889,1030,26.6,1020000
Seychelles,AFRICA SUB SAHARAN,1889,1130,42.1,16800
Senegal,AFRICA SUB SAHARAN,1889,696,26.3,1270000
Sao Tome and Principe,AFRICA SUB SAHARAN,1889,1000,31.3,37000
Rwanda,AFRICA SUB SAHARAN,1889,482,32.1,1620000
Nigeria,AFRICA SUB SAHARAN,1889,1210,32.5,17400000
Niger,AFRICA SUB SAHARAN,1889,624,31.9,1230000
Namibia,AFRICA SUB SAHARAN,1889,1520,33.1,180000
Mozambique,AFRICA SUB SAHARAN,1889,411,31.4,4490000
Mauritius,AFRICA SUB SAHARAN,1889,1320,28.3,373000
Mauritania,AFRICA SUB SAHARAN,1889,738,32.6,334000
Mali,AFRICA SUB SAHARAN,1889,619,27.6,2090000
Malawi,AFRICA SUB SAHARAN,1889,355,30.7,2150000
Madagascar,AFRICA SUB SAHARAN,1889,801,31.3,2940000
Liberia,AFRICA SUB SAHARAN,1889,962,32.2,451000
Lesotho,AFRICA SUB SAHARAN,1889,369,33.7,258000
Kenya,AFRICA SUB SAHARAN,1889,1130,26.1,4290000
Guinea-Bissau,AFRICA SUB SAHARAN,1889,601,31.4,268000
Guinea,AFRICA SUB SAHARAN,1889,520,31.7,1420000
Ghana,AFRICA SUB SAHARAN,1889,767,28.7,2470000
Gambia,AFRICA SUB SAHARAN,1889,858,31.1,153000
Gabon,AFRICA SUB SAHARAN,1889,395,31.3,385000
Ethiopia,AFRICA SUB SAHARAN,1889,537,5,18100000
Eritrea,AFRICA SUB SAHARAN,1889,636,30.5,597000
Equatorial Guinea,AFRICA SUB SAHARAN,1889,445,30.4,140000
Cote d'Ivoire,AFRICA SUB SAHARAN,1889,1160,32.1,1350000
"Congo, Rep.",AFRICA SUB SAHARAN,1889,739,32.1,628000
"Congo, Dem. Rep.",AFRICA SUB SAHARAN,1889,700,32.5,9860000
Comoros,AFRICA SUB SAHARAN,1889,762,32.5,78100
Chad,AFRICA SUB SAHARAN,1889,585,32,1920000
Central African Republic,AFRICA SUB SAHARAN,1889,593,30.7,1020000
Cape Verde,AFRICA SUB SAHARAN,1889,792,34.7,127000
Cameroon,AFRICA SUB SAHARAN,1889,876,29.3,3340000
Burundi,AFRICA SUB SAHARAN,1889,454,31.7,1750000
Burkina Faso,AFRICA SUB SAHARAN,1889,520,30,2170000
Botswana,AFRICA SUB SAHARAN,1889,556,33.7,148000
Benin,AFRICA SUB SAHARAN,1889,835,31.6,1100000
Angola,AFRICA SUB SAHARAN,1889,913,28.3,3230000
Tunisia,AFRICA NORTH,1889,1230,29.6,1670000
Morocco,AFRICA NORTH,1889,1020,33.4,4210000
Libya,AFRICA NORTH,1889,2320,34.1,431000
Egypt,AFRICA NORTH,1889,2320,32.8,8370000
Djibouti,AFRICA NORTH,1889,997,31,41000
Algeria,AFRICA NORTH,1889,1550,29.7,4180000
North Macedonia,,1889,1330,36.4,727000
Eswatini,,1889,685,32.7,97700
United Kingdom,EUROPE WEST,1890,6710,44.7,37700000
Switzerland,EUROPE WEST,1890,11300,45,2950000
Sweden,EUROPE WEST,1890,2760,50.5,4790000
Spain,EUROPE WEST,1890,2910,31.5,17700000
Portugal,EUROPE WEST,1890,1950,35.6,5020000
Poland,EUROPE WEST,1890,2690,37.4,22500000
Norway,EUROPE WEST,1890,5230,48.6,2010000
Netherlands,EUROPE WEST,1890,5730,44.4,4520000
Malta,EUROPE WEST,1890,1490,37.2,204000
Luxembourg,EUROPE WEST,1890,3330,42.5,212000
Italy,EUROPE WEST,1890,3440,38.5,31500000
Ireland,EUROPE WEST,1890,4390,46.5,4690000
Iceland,EUROPE WEST,1890,2010,36.6,71300
Greece,EUROPE WEST,1890,2720,38.5,4510000
Germany,EUROPE WEST,1890,4900,40.9,48300000
France,EUROPE WEST,1890,3910,43.4,39500000
Denmark,EUROPE WEST,1890,4530,47.3,2300000
Cyprus,EUROPE WEST,1890,1960,38.4,209000
Belgium,EUROPE WEST,1890,5620,44.1,6090000
Austria,EUROPE WEST,1890,4240,37.1,5400000
Andorra,EUROPE WEST,1890,2840,,4320
Ukraine,EUROPE EAST,1890,1190,36.5,21400000
Turkey,EUROPE EAST,1890,1620,35.5,13300000
Slovenia,EUROPE EAST,1890,2760,36.5,870000
Slovak Republic,EUROPE EAST,1890,2560,36.4,2750000
Serbia,EUROPE EAST,1890,2660,35.6,2180000
Russia,EUROPE EAST,1890,2230,29.9,59300000
Romania,EUROPE EAST,1890,1100,35.7,10300000
Montenegro,EUROPE EAST,1890,2070,35.6,374000
Moldova,EUROPE EAST,1890,883,33,1340000
Lithuania,EUROPE EAST,1890,1980,37.4,2180000
Latvia,EUROPE EAST,1890,1170,43,1830000
Hungary,EUROPE EAST,1890,3580,36,6610000
Georgia,EUROPE EAST,1890,737,32.6,2030000
Finland,EUROPE EAST,1890,2240,44.6,2360000
Estonia,EUROPE EAST,1890,1460,42.2,774000
Czech Republic,EUROPE EAST,1890,3440,35,8700000
Croatia,EUROPE EAST,1890,2630,36.1,2280000
Bulgaria,EUROPE EAST,1890,1910,39.8,3450000
Bosnia and Herzegovina,EUROPE EAST,1890,1040,35.3,1560000
Belarus,EUROPE EAST,1890,895,36.1,4480000
Azerbaijan,EUROPE EAST,1890,1110,29.9,1670000
Armenia,EUROPE EAST,1890,656,34.5,776000
Albania,EUROPE EAST,1890,1070,35.4,735000
Vietnam,EAST ASIA PACIFIC,1890,883,31.4,11000000
Vanuatu,EAST ASIA PACIFIC,1890,744,24.8,52000
Tonga,EAST ASIA PACIFIC,1890,843,28.4,20000
Timor-Leste,EAST ASIA PACIFIC,1890,622,29.8,308000
Thailand,EAST ASIA PACIFIC,1890,1090,30.7,6790000
South Korea,EAST ASIA PACIFIC,1890,538,25.9,9420000
Solomon Islands,EAST ASIA PACIFIC,1890,466,25.1,109000
Singapore,EAST ASIA PACIFIC,1890,2400,34.1,156000
Samoa,EAST ASIA PACIFIC,1890,1780,26.5,35300
Philippines,EAST ASIA PACIFIC,1890,1230,31.2,6010000
Papua New Guinea,EAST ASIA PACIFIC,1890,695,32.4,979000
North Korea,EAST ASIA PACIFIC,1890,292,26.7,5030000
New Zealand,EAST ASIA PACIFIC,1890,6180,43,662000
Myanmar,EAST ASIA PACIFIC,1890,733,30.2,6950000
Mongolia,EAST ASIA PACIFIC,1890,778,31.6,685000
"Micronesia, Fed. Sts.",EAST ASIA PACIFIC,1890,548,26.6,23400
Marshall Islands,EAST ASIA PACIFIC,1890,569,,30900
Malaysia,EAST ASIA PACIFIC,1890,1350,30.6,1530000
Lao,EAST ASIA PACIFIC,1890,1020,31.3,1130000
Kiribati,EAST ASIA PACIFIC,1890,596,8.12,24700
Japan,EAST ASIA PACIFIC,1890,1590,37.7,39800000
Indonesia,EAST ASIA PACIFIC,1890,1130,30.2,33800000
Fiji,EAST ASIA PACIFIC,1890,998,26.7,121000
China,EAST ASIA PACIFIC,1890,769,32,382000000
Cambodia,EAST ASIA PACIFIC,1890,428,35.5,2680000
Brunei,EAST ASIA PACIFIC,1890,1920,28.8,12200
Australia,EAST ASIA PACIFIC,1890,8100,44.7,3050000
Yemen,ASIA WEST,1890,1130,23.5,2890000
Uzbekistan,ASIA WEST,1890,608,28.1,3600000
United Arab Emirates,ASIA WEST,1890,1730,30.9,44100
Turkmenistan,ASIA WEST,1890,1470,23.4,694000
Tajikistan,ASIA WEST,1890,807,25.1,878000
Syria,ASIA WEST,1890,782,31.6,1660000
Sri Lanka,ASIA WEST,1890,1520,32.5,3460000
Saudi Arabia,ASIA WEST,1890,2670,33.5,2160000
Qatar,ASIA WEST,1890,1900,30.4,15500
Palestine,ASIA WEST,1890,865,32.8,254000
Pakistan,ASIA WEST,1890,1130,25.8,17400000
Oman,ASIA WEST,1890,1330,32.2,371000
Nepal,ASIA WEST,1890,716,33.9,5070000
Maldives,ASIA WEST,1890,839,32.1,60800
Lebanon,ASIA WEST,1890,3720,29.9,484000
Kyrgyz Republic,ASIA WEST,1890,941,24.9,1000000
Kuwait,ASIA WEST,1890,1900,26.3,92500
Kazakhstan,ASIA WEST,1890,1780,27.4,3830000
Jordan,ASIA WEST,1890,1700,31.8,265000
Israel,ASIA WEST,1890,994,32,313000
Iraq,ASIA WEST,1890,4800,31.4,1860000
Iran,ASIA WEST,1890,1910,26.1,9230000
India,ASIA WEST,1890,777,24.4,284000000
Bhutan,ASIA WEST,1890,724,30.6,282000
Bangladesh,ASIA WEST,1890,968,22.4,25100000
Bahrain,ASIA WEST,1890,2410,30.5,72000
Afghanistan,ASIA WEST,1890,909,28.8,4580000
Venezuela,AMERICA SOUTH,1890,3020,32.3,2340000
Uruguay,AMERICA SOUTH,1890,3570,32.9,690000
Suriname,AMERICA SOUTH,1890,2630,32.9,92800
Peru,AMERICA SOUTH,1890,894,35,3360000
Paraguay,AMERICA SOUTH,1890,2010,35.9,597000
Guyana,AMERICA SOUTH,1890,1950,31.4,269000
Ecuador,AMERICA SOUTH,1890,1030,33.6,1280000
Colombia,AMERICA SOUTH,1890,1140,32.5,3430000
Chile,AMERICA SOUTH,1890,2540,32.1,2730000
Brazil,AMERICA SOUTH,1890,1410,32.2,14300000
Bolivia,AMERICA SOUTH,1890,1440,33.6,1450000
Argentina,AMERICA SOUTH,1890,4250,33.9,3370000
United States,AMERICA NORTH,1890,5180,45.2,64700000
Trinidad and Tobago,AMERICA NORTH,1890,1800,38.9,220000
St. Vincent and the Grenadines,AMERICA NORTH,1890,1350,26,41400
St. Lucia,AMERICA NORTH,1890,1100,28.1,43500
Panama,AMERICA NORTH,1890,1870,33.3,225000
Nicaragua,AMERICA NORTH,1890,2050,25.7,470000
Mexico,AMERICA NORTH,1890,1870,27,11600000
Jamaica,AMERICA NORTH,1890,1080,34.4,644000
Honduras,AMERICA NORTH,1890,1650,34.7,416000
Haiti,AMERICA NORTH,1890,1300,28.9,1440000
Guatemala,AMERICA NORTH,1890,1520,25.6,1390000
Grenada,AMERICA NORTH,1890,1290,37.5,52500
El Salvador,AMERICA NORTH,1890,1760,29,755000
Dominican Republic,AMERICA NORTH,1890,978,30.7,402000
Dominica,AMERICA NORTH,1890,1070,,27000
Cuba,AMERICA NORTH,1890,2390,39.8,1650000
Costa Rica,AMERICA NORTH,1890,1700,30.8,255000
Canada,AMERICA NORTH,1890,4020,45.1,4840000
Belize,AMERICA NORTH,1890,930,26.6,31700
Barbados,AMERICA NORTH,1890,1470,32.5,183000
Bahamas,AMERICA NORTH,1890,2320,35.1,50700
Antigua and Barbuda,AMERICA NORTH,1890,1220,33.7,36500
