country (income_per_person_gdpperc.csv),Region,Year 1,Income,Life Expectancy,Population
China,EAST ASIA PACIFIC,1852,691,30,405000000
Cambodia,EAST ASIA PACIFIC,1852,404,35,2250000
Brunei,EAST ASIA PACIFIC,1852,1690,29.2,4390
Australia,EAST ASIA PACIFIC,1852,5000,34,712000
Yemen,ASIA WEST,1852,1020,23.4,2750000
Uzbekistan,ASIA WEST,1852,556,26.9,2570000
United Arab Emirates,ASIA WEST,1852,1210,30.7,40100
Turkmenistan,ASIA WEST,1852,1190,24,492000
Tajikistan,ASIA WEST,1852,672,24.2,625000
Syria,ASIA WEST,1852,594,31.1,1490000
Sri Lanka,ASIA WEST,1852,853,32.6,2150000
Saudi Arabia,ASIA WEST,1852,2460,32.1,2230000
Qatar,ASIA WEST,1852,1330,30.8,14100
Palestine,ASIA WEST,1852,680,32.1,171000
Pakistan,ASIA WEST,1852,1020,25.8,15100000
Oman,ASIA WEST,1852,1050,32.3,348000
Nepal,ASIA WEST,1852,621,32.8,4380000
Maldives,ASIA WEST,1852,842,32.6,51000
Lebanon,ASIA WEST,1852,2710,29.7,418000
Kyrgyz Republic,ASIA WEST,1852,675,23.9,710000
Kuwait,ASIA WEST,1852,1330,26,81300
Kazakhstan,ASIA WEST,1852,1440,26.2,2730000
Jordan,ASIA WEST,1852,1320,31.7,295000
Israel,ASIA WEST,1852,886,32,213000
Iraq,ASIA WEST,1852,4070,31.2,1260000
Iran,ASIA WEST,1852,1620,25.6,7590000
India,ASIA WEST,1852,786,25.4,238000000
Bhutan,ASIA WEST,1852,672,28.8,335000
Bangladesh,ASIA WEST,1852,878,25.5,22800000
Bahrain,ASIA WEST,1852,1570,30.3,64400
Afghanistan,ASIA WEST,1852,674,27.7,3790000
Venezuela,AMERICA SOUTH,1852,2130,32.2,1360000
Uruguay,AMERICA SOUTH,1852,2520,32.9,147000
Suriname,AMERICA SOUTH,1852,2040,32.9,85600
Peru,AMERICA SOUTH,1852,1070,35.7,3180000
Paraguay,AMERICA SOUTH,1852,1250,35.5,353000
Guyana,AMERICA SOUTH,1852,1510,31.1,132000
Ecuador,AMERICA SOUTH,1852,704,32.9,835000
Colombia,AMERICA SOUTH,1852,804,32,2180000
Chile,AMERICA SOUTH,1852,1220,32,1460000
Brazil,AMERICA SOUTH,1852,1170,32,7460000
Bolivia,AMERICA SOUTH,1852,1270,33,1390000
Argentina,AMERICA SOUTH,1852,2230,33.2,1140000
United States,AMERICA NORTH,1852,3090,39.4,25100000
Trinidad and Tobago,AMERICA NORTH,1852,1470,38.8,83600
St. Vincent and the Grenadines,AMERICA NORTH,1852,1040,26,30400
St. Lucia,AMERICA NORTH,1852,974,28,24600
Panama,AMERICA NORTH,1852,1220,32.9,114000
Nicaragua,AMERICA NORTH,1852,1370,25.4,305000
Mexico,AMERICA NORTH,1852,1220,26.9,7880000
Jamaica,AMERICA NORTH,1852,1060,34.2,407000
Honduras,AMERICA NORTH,1852,1020,33.9,356000
Haiti,AMERICA NORTH,1852,880,29,958000
Guatemala,AMERICA NORTH,1852,1120,25.8,872000
Grenada,AMERICA NORTH,1852,1100,37.3,32800
El Salvador,AMERICA NORTH,1852,1280,28.7,378000
Dominican Republic,AMERICA NORTH,1852,796,29.9,154000
Dominica,AMERICA NORTH,1852,825,,23700
Cuba,AMERICA NORTH,1852,1330,36.4,1230000
Costa Rica,AMERICA NORTH,1852,1110,30.2,105000
Canada,AMERICA NORTH,1852,2290,41.1,2640000
Belize,AMERICA NORTH,1852,720,26.5,25900
Barbados,AMERICA NORTH,1852,1140,32.1,139000
Bahamas,AMERICA NORTH,1852,1800,35.2,29400
Antigua and Barbuda,AMERICA NORTH,1852,942,33.5,37000
Zimbabwe,AFRICA SUB SAHARAN,1852,925,33.7,679000
Zambia,AFRICA SUB SAHARAN,1852,752,32.6,1590000
Uganda,AFRICA SUB SAHARAN,1852,543,25.3,2980000
Togo,AFRICA SUB SAHARAN,1852,799,31.3,513000
Tanzania,AFRICA SUB SAHARAN,1852,614,32.2,5460000
Sudan,AFRICA SUB SAHARAN,1852,607,31.4,4700000
South Sudan,AFRICA SUB SAHARAN,1852,594,26.7,1230000
South Africa,AFRICA SUB SAHARAN,1852,1930,33.5,3080000
Somalia,AFRICA SUB SAHARAN,1852,729,29.4,1480000
Sierra Leone,AFRICA SUB SAHARAN,1852,859,25.1,788000
Seychelles,AFRICA SUB SAHARAN,1852,973,37,14000
Senegal,AFRICA SUB SAHARAN,1852,582,25.2,942000
Sao Tome and Principe,AFRICA SUB SAHARAN,1852,936,31,28500
Rwanda,AFRICA SUB SAHARAN,1852,460,31.8,1520000
Nigeria,AFRICA SUB SAHARAN,1852,1020,30.4,13700000
Niger,AFRICA SUB SAHARAN,1852,522,30.8,1000000
Namibia,AFRICA SUB SAHARAN,1852,873,32.4,120000
Mozambique,AFRICA SUB SAHARAN,1852,402,30.3,4740000
Mauritius,AFRICA SUB SAHARAN,1852,1100,34.5,204000
Mauritania,AFRICA SUB SAHARAN,1852,617,32,290000
Mali,AFRICA SUB SAHARAN,1852,611,26.4,1530000
Malawi,AFRICA SUB SAHARAN,1852,353,30.3,2150000
Madagascar,AFRICA SUB SAHARAN,1852,670,30.5,2640000
Liberia,AFRICA SUB SAHARAN,1852,871,31.1,335000
Lesotho,AFRICA SUB SAHARAN,1852,362,32.8,181000
Kenya,AFRICA SUB SAHARAN,1852,1000,25.5,3390000
Guinea-Bissau,AFRICA SUB SAHARAN,1852,583,32,212000
Guinea,AFRICA SUB SAHARAN,1852,482,30,1040000
Ghana,AFRICA SUB SAHARAN,1852,725,28,2000000
Gambia,AFRICA SUB SAHARAN,1852,839,28.8,114000
Gabon,AFRICA SUB SAHARAN,1852,393,30.6,301000
Ethiopia,AFRICA SUB SAHARAN,1852,530,29.7,18400000
Eritrea,AFRICA SUB SAHARAN,1852,579,30.2,695000
Equatorial Guinea,AFRICA SUB SAHARAN,1852,381,29.8,110000
Cote d'Ivoire,AFRICA SUB SAHARAN,1852,1000,31.2,1050000
"Congo, Rep.",AFRICA SUB SAHARAN,1852,666,32.7,508000
"Congo, Dem. Rep.",AFRICA SUB SAHARAN,1852,601,31.6,8230000
Comoros,AFRICA SUB SAHARAN,1852,734,32.1,60800
Chad,AFRICA SUB SAHARAN,1852,489,30.9,1790000
Central African Republic,AFRICA SUB SAHARAN,1852,496,30,932000
Cape Verde,AFRICA SUB SAHARAN,1852,608,33.8,78500
Cameroon,AFRICA SUB SAHARAN,1852,733,28.8,2790000
Burundi,AFRICA SUB SAHARAN,1852,439,31.5,1420000
Burkina Faso,AFRICA SUB SAHARAN,1852,499,29.2,1860000
Botswana,AFRICA SUB SAHARAN,1852,465,33.6,102000
Benin,AFRICA SUB SAHARAN,1852,698,31,800000
Angola,AFRICA SUB SAHARAN,1852,776,27,2470000
Tunisia,AFRICA NORTH,1852,920,28.8,1140000
Morocco,AFRICA NORTH,1852,836,33.1,2910000
Libya,AFRICA NORTH,1852,1560,33.1,274000
Egypt,AFRICA NORTH,1852,1850,33,5790000
Djibouti,AFRICA NORTH,1852,886,29.9,40400
Algeria,AFRICA NORTH,1852,1040,28.8,2900000
North Macedonia,,1852,891,36.1,519000
Eswatini,,1852,573,32.3,67500
United Kingdom,EUROPE WEST,1853,4640,40.6,27700000
Switzerland,EUROPE WEST,1853,5000,38,2420000
Sweden,EUROPE WEST,1853,1770,40,3570000
Spain,EUROPE WEST,1853,2110,29.5,15100000
Portugal,EUROPE WEST,1853,1650,35.6,3870000
Poland,EUROPE WEST,1853,1350,35.9,13500000
Norway,EUROPE WEST,1853,3360,47.9,1450000
Netherlands,EUROPE WEST,1853,4180,38.6,3160000
Malta,EUROPE WEST,1853,1060,28.7,163000
Luxembourg,EUROPE WEST,1853,2150,36.9,196000
Italy,EUROPE WEST,1853,2910,29.7,24900000
Ireland,EUROPE WEST,1853,2970,38.3,6540000
Iceland,EUROPE WEST,1853,1330,48.6,61300
Greece,EUROPE WEST,1853,2200,36.6,3130000
Germany,EUROPE WEST,1853,2860,38.4,34500000
France,EUROPE WEST,1853,2600,42.5,36600000
Denmark,EUROPE WEST,1853,3040,38.6,1560000
Cyprus,EUROPE WEST,1853,1260,38.5,185000
Belgium,EUROPE WEST,1853,3220,41.3,4530000
Austria,EUROPE WEST,1853,2930,34.4,4030000
Andorra,EUROPE WEST,1853,1830,,3350
Ukraine,EUROPE EAST,1853,967,36.6,15200000
Turkey,EUROPE EAST,1853,1360,35,11200000
Slovenia,EUROPE EAST,1853,1830,36.6,627000
Slovak Republic,EUROPE EAST,1853,1850,36.4,2420000
Serbia,EUROPE EAST,1853,1760,35.5,2010000
Russia,EUROPE EAST,1853,1810,29.5,42400000
Romania,EUROPE EAST,1853,593,35.7,8160000
Montenegro,EUROPE EAST,1853,1370,35.4,212000
Moldova,EUROPE EAST,1853,745,33.1,963000
Lithuania,EUROPE EAST,1853,1610,28.9,1260000
Latvia,EUROPE EAST,1853,952,33,1010000
Hungary,EUROPE EAST,1853,1930,36,5270000
Georgia,EUROPE EAST,1853,637,31.9,1450000
Finland,EUROPE EAST,1853,1540,33.6,1660000
Estonia,EUROPE EAST,1853,1190,37.3,497000
Czech Republic,EUROPE EAST,1853,2480,35,6960000
Croatia,EUROPE EAST,1853,1750,36.1,1640000
Bulgaria,EUROPE EAST,1853,1280,38.1,2510000
Bosnia and Herzegovina,EUROPE EAST,1853,783,35.1,1040000
Belarus,EUROPE EAST,1853,744,36.2,3180000
Azerbaijan,EUROPE EAST,1853,934,29.2,1190000
Armenia,EUROPE EAST,1853,585,34,558000
Albania,EUROPE EAST,1853,721,35.4,515000
Vietnam,EAST ASIA PACIFIC,1853,757,32,6530000
Vanuatu,EAST ASIA PACIFIC,1853,657,24.3,38200
Tonga,EAST ASIA PACIFIC,1853,743,28.2,18600
Timor-Leste,EAST ASIA PACIFIC,1853,578,28.9,211000
Thailand,EAST ASIA PACIFIC,1853,830,30.4,5320000
South Korea,EAST ASIA PACIFIC,1853,464,25.8,9540000
Solomon Islands,EAST ASIA PACIFIC,1853,409,25.1,80700
Singapore,EAST ASIA PACIFIC,1853,1370,34,59500
Samoa,EAST ASIA PACIFIC,1853,1570,25.4,45900
Philippines,EAST ASIA PACIFIC,1853,1140,30.9,3780000
Papua New Guinea,EAST ASIA PACIFIC,1853,613,31.5,779000
North Korea,EAST ASIA PACIFIC,1853,246,26,4480000
New Zealand,EAST ASIA PACIFIC,1853,2300,34,101000
Myanmar,EAST ASIA PACIFIC,1853,593,30.8,3960000
Mongolia,EAST ASIA PACIFIC,1853,628,31.8,651000
"Micronesia, Fed. Sts.",EAST ASIA PACIFIC,1853,535,26.7,19300
Marshall Islands,EAST ASIA PACIFIC,1853,557,,12500
Malaysia,EAST ASIA PACIFIC,1853,1190,30.6,563000
Lao,EAST ASIA PACIFIC,1853,938,31.9,640000
Kiribati,EAST ASIA PACIFIC,1853,577,24.9,20900
Japan,EAST ASIA PACIFIC,1853,1090,36.4,32300000
Indonesia,EAST ASIA PACIFIC,1853,818,30,22600000
Fiji,EAST ASIA PACIFIC,1853,880,26.1,136000
China,EAST ASIA PACIFIC,1853,694,29,401000000
Cambodia,EAST ASIA PACIFIC,1853,405,35,2250000
Brunei,EAST ASIA PACIFIC,1853,1700,29.2,4480
Australia,EAST ASIA PACIFIC,1853,5470,34,770000
Yemen,ASIA WEST,1853,1020,23.4,2750000
Uzbekistan,ASIA WEST,1853,557,26.9,2590000
United Arab Emirates,ASIA WEST,1853,1220,30.7,40100
Turkmenistan,ASIA WEST,1853,1200,24,496000
Tajikistan,ASIA WEST,1853,675,24.2,630000
Syria,ASIA WEST,1853,597,31.1,1490000
Sri Lanka,ASIA WEST,1853,871,32.6,2120000
Saudi Arabia,ASIA WEST,1853,2460,32.1,2230000
Qatar,ASIA WEST,1853,1340,30.8,14100
Palestine,ASIA WEST,1853,680,32.1,172000
Pakistan,ASIA WEST,1853,1020,25.8,15200000
Oman,ASIA WEST,1853,1050,32.3,348000
Nepal,ASIA WEST,1853,621,32.8,4400000
Maldives,ASIA WEST,1853,842,32.6,51300
Lebanon,ASIA WEST,1853,2730,29.7,421000
Kyrgyz Republic,ASIA WEST,1853,681,23.9,717000
Kuwait,ASIA WEST,1853,1340,26,81300
Kazakhstan,ASIA WEST,1853,1450,26.2,2760000
Jordan,ASIA WEST,1853,1330,31.7,293000
Israel,ASIA WEST,1853,886,32,215000
Iraq,ASIA WEST,1853,4080,31.2,1270000
Iran,ASIA WEST,1853,1620,25.6,7640000
India,ASIA WEST,1853,781,25.4,239000000
Bhutan,ASIA WEST,1853,674,28.8,333000
Bangladesh,ASIA WEST,1853,879,25.5,22800000
Bahrain,ASIA WEST,1853,1580,30.3,64400
Afghanistan,ASIA WEST,1853,676,27.7,3810000
Venezuela,AMERICA SOUTH,1853,2260,32.2,1370000
Uruguay,AMERICA SOUTH,1853,2570,32.9,155000
Suriname,AMERICA SOUTH,1853,2050,32.9,85800
Peru,AMERICA SOUTH,1853,1230,35.7,3080000
Paraguay,AMERICA SOUTH,1853,1270,35.5,355000
Guyana,AMERICA SOUTH,1853,1520,31.1,133000
Ecuador,AMERICA SOUTH,1853,713,32.9,844000
Colombia,AMERICA SOUTH,1853,816,32,2240000
Chile,AMERICA SOUTH,1853,1190,32,1490000
Brazil,AMERICA SOUTH,1853,1100,32,7570000
Bolivia,AMERICA SOUTH,1853,1280,33,1400000
Argentina,AMERICA SOUTH,1853,2250,33.2,1160000
United States,AMERICA NORTH,1853,3300,39.4,25900000
Trinidad and Tobago,AMERICA NORTH,1853,1480,38.8,85400
St. Vincent and the Grenadines,AMERICA NORTH,1853,1050,26,30600
St. Lucia,AMERICA NORTH,1853,977,28,24900
Panama,AMERICA NORTH,1853,1230,32.9,117000
Nicaragua,AMERICA NORTH,1853,1390,25.4,308000
Mexico,AMERICA NORTH,1853,1210,26.9,7990000
Jamaica,AMERICA NORTH,1853,1050,34.2,411000
Honduras,AMERICA NORTH,1853,1030,33.9,359000
Haiti,AMERICA NORTH,1853,889,29,969000
Guatemala,AMERICA NORTH,1853,1120,25.8,883000
Grenada,AMERICA NORTH,1853,1110,37.3,32700
El Salvador,AMERICA NORTH,1853,1290,28.7,385000
Dominican Republic,AMERICA NORTH,1853,800,29.9,158000
Dominica,AMERICA NORTH,1853,831,,23900
Cuba,AMERICA NORTH,1853,1360,36.4,1250000
Costa Rica,AMERICA NORTH,1853,1120,30.2,107000
Canada,AMERICA NORTH,1853,2310,41.2,2720000
Belize,AMERICA NORTH,1853,725,26.5,26000
Barbados,AMERICA NORTH,1853,1140,32.1,141000
Bahamas,AMERICA NORTH,1853,1810,35.2,30100
Antigua and Barbuda,AMERICA NORTH,1853,948,33.5,37000
Zimbabwe,AFRICA SUB SAHARAN,1853,926,33.7,686000
Zambia,AFRICA SUB SAHARAN,1853,754,32.6,1590000
Uganda,AFRICA SUB SAHARAN,1853,545,25.3,3000000
Togo,AFRICA SUB SAHARAN,1853,803,31.3,517000
Tanzania,AFRICA SUB SAHARAN,1853,616,32.2,5450000
Sudan,AFRICA SUB SAHARAN,1853,610,31.4,4700000
South Sudan,AFRICA SUB SAHARAN,1853,597,26.7,1240000
South Africa,AFRICA SUB SAHARAN,1853,2070,33.5,3110000
Somalia,AFRICA SUB SAHARAN,1853,730,29.4,1480000
Sierra Leone,AFRICA SUB SAHARAN,1853,863,25.1,792000
Seychelles,AFRICA SUB SAHARAN,1853,976,37,14100
Senegal,AFRICA SUB SAHARAN,1853,585,25.2,947000
Sao Tome and Principe,AFRICA SUB SAHARAN,1853,938,31,28700
Rwanda,AFRICA SUB SAHARAN,1853,461,31.8,1520000
Nigeria,AFRICA SUB SAHARAN,1853,1030,30.4,13800000
Niger,AFRICA SUB SAHARAN,1853,525,30.8,1010000
Namibia,AFRICA SUB SAHARAN,1853,887,32.4,121000
Mozambique,AFRICA SUB SAHARAN,1853,403,30.3,4740000
Mauritius,AFRICA SUB SAHARAN,1853,1110,32.9,216000
Mauritania,AFRICA SUB SAHARAN,1853,620,32,291000
Mali,AFRICA SUB SAHARAN,1853,611,26.4,1540000
Malawi,AFRICA SUB SAHARAN,1853,353,30.3,2150000
Madagascar,AFRICA SUB SAHARAN,1853,674,30.5,2650000
Liberia,AFRICA SUB SAHARAN,1853,873,31.1,337000
Lesotho,AFRICA SUB SAHARAN,1853,362,32.8,183000
Kenya,AFRICA SUB SAHARAN,1853,1010,25.5,3410000
Guinea-Bissau,AFRICA SUB SAHARAN,1853,584,32,213000
Guinea,AFRICA SUB SAHARAN,1853,483,30.1,1050000
Ghana,AFRICA SUB SAHARAN,1853,726,28,2010000
Gambia,AFRICA SUB SAHARAN,1853,840,28.8,114000
Gabon,AFRICA SUB SAHARAN,1853,393,30.6,303000
Ethiopia,AFRICA SUB SAHARAN,1853,530,29.7,18400000
Eritrea,AFRICA SUB SAHARAN,1853,580,30.2,692000
Equatorial Guinea,AFRICA SUB SAHARAN,1853,381,29.8,110000
Cote d'Ivoire,AFRICA SUB SAHARAN,1853,1000,31.2,1060000
"Congo, Rep.",AFRICA SUB SAHARAN,1853,668,32.7,508000
"Congo, Dem. Rep.",AFRICA SUB SAHARAN,1853,603,31.6,8230000
Comoros,AFRICA SUB SAHARAN,1853,735,32.1,61200
Chad,AFRICA SUB SAHARAN,1853,492,30.9,1800000
Central African Republic,AFRICA SUB SAHARAN,1853,499,30,933000
Cape Verde,AFRICA SUB SAHARAN,1853,611,33.8,79600
Cameroon,AFRICA SUB SAHARAN,1853,736,28.8,2800000
Burundi,AFRICA SUB SAHARAN,1853,439,31.5,1430000
Burkina Faso,AFRICA SUB SAHARAN,1853,499,29.2,1870000
Botswana,AFRICA SUB SAHARAN,1853,467,33.6,103000
Benin,AFRICA SUB SAHARAN,1853,702,31,805000
Angola,AFRICA SUB SAHARAN,1853,779,27,2490000
Tunisia,AFRICA NORTH,1853,927,28.8,1150000
Morocco,AFRICA NORTH,1853,840,33.1,2930000
Libya,AFRICA NORTH,1853,1580,33.1,277000
Egypt,AFRICA NORTH,1853,1850,33,5840000
Djibouti,AFRICA NORTH,1853,889,29.9,40400
Algeria,AFRICA NORTH,1853,1050,28.8,2920000
North Macedonia,,1853,895,36.1,524000
Eswatini,,1853,576,32.3,68200
United Kingdom,EUROPE WEST,1854,4810,39.3,27900000
Switzerland,EUROPE WEST,1854,4190,38,2430000
Sweden,EUROPE WEST,1854,1790,44.5,3600000
Spain,EUROPE WEST,1854,2130,29.5,15200000
Portugal,EUROPE WEST,1854,1620,35.6,3890000
Poland,EUROPE WEST,1854,1380,35.9,13700000
Norway,EUROPE WEST,1854,3510,51.6,1470000
Netherlands,EUROPE WEST,1854,4440,38.6,3180000
Malta,EUROPE WEST,1854,1070,28.7,164000
Luxembourg,EUROPE WEST,1854,2180,36.9,197000
Italy,EUROPE WEST,1854,2720,29.7,25100000
Ireland,EUROPE WEST,1854,3010,38.3,6430000
Iceland,EUROPE WEST,1854,1340,43.1,62100
Greece,EUROPE WEST,1854,2300,36.6,3160000
Germany,EUROPE WEST,1854,2920,38.4,34700000
France,EUROPE WEST,1854,2710,36.1,36700000
Denmark,EUROPE WEST,1854,3020,44.7,1580000
Cyprus,EUROPE WEST,1854,1280,38.5,185000
Belgium,EUROPE WEST,1854,3400,39.8,4560000
Austria,EUROPE WEST,1854,2950,34.4,4060000
Andorra,EUROPE WEST,1854,1860,,3370
Ukraine,EUROPE EAST,1854,973,36.6,15300000
Turkey,EUROPE EAST,1854,1370,35,11200000
Slovenia,EUROPE EAST,1854,1830,36.6,633000
Slovak Republic,EUROPE EAST,1854,1860,36.4,2430000
Serbia,EUROPE EAST,1854,1770,35.5,2010000
Russia,EUROPE EAST,1854,1820,27.5,42800000
Romania,EUROPE EAST,1854,601,35.7,8220000
Montenegro,EUROPE EAST,1854,1380,35.4,215000
Moldova,EUROPE EAST,1854,749,33.1,972000
Lithuania,EUROPE EAST,1854,1620,28.9,1280000
Latvia,EUROPE EAST,1854,958,33,1030000
Hungary,EUROPE EAST,1854,1970,36,5300000
Georgia,EUROPE EAST,1854,640,31.9,1460000
Finland,EUROPE EAST,1854,1540,38,1670000
Estonia,EUROPE EAST,1854,1200,38.3,503000
Czech Republic,EUROPE EAST,1854,2490,35,7000000
Croatia,EUROPE EAST,1854,1750,36.1,1650000
Bulgaria,EUROPE EAST,1854,1290,38.2,2520000
Bosnia and Herzegovina,EUROPE EAST,1854,783,35.1,1050000
Belarus,EUROPE EAST,1854,749,36.2,3210000
Azerbaijan,EUROPE EAST,1854,939,29.2,1200000
Armenia,EUROPE EAST,1854,587,34,563000
Albania,EUROPE EAST,1854,723,35.4,520000
Vietnam,EAST ASIA PACIFIC,1854,756,32,6710000
Vanuatu,EAST ASIA PACIFIC,1854,659,24.3,38500
Tonga,EAST ASIA PACIFIC,1854,746,28.2,18600
Timor-Leste,EAST ASIA PACIFIC,1854,580,28.9,214000
Thailand,EAST ASIA PACIFIC,1854,831,30.4,5340000
South Korea,EAST ASIA PACIFIC,1854,464,25.8,9540000
Solomon Islands,EAST ASIA PACIFIC,1854,410,25.1,81400
Singapore,EAST ASIA PACIFIC,1854,1400,34,60700
Samoa,EAST ASIA PACIFIC,1854,1580,25.4,45600
Philippines,EAST ASIA PACIFIC,1854,1140,30.9,3840000
Papua New Guinea,EAST ASIA PACIFIC,1854,615,31.5,785000
North Korea,EAST ASIA PACIFIC,1854,246,26,4490000
New Zealand,EAST ASIA PACIFIC,1854,2450,34,105000
Myanmar,EAST ASIA PACIFIC,1854,593,30.8,3970000
Mongolia,EAST ASIA PACIFIC,1854,629,31.8,652000
"Micronesia, Fed. Sts.",EAST ASIA PACIFIC,1854,535,26.7,19400
Marshall Islands,EAST ASIA PACIFIC,1854,557,,12800
Malaysia,EAST ASIA PACIFIC,1854,1190,30.6,574000
Lao,EAST ASIA PACIFIC,1854,940,31.9,645000
Kiribati,EAST ASIA PACIFIC,1854,578,24.9,21000
Japan,EAST ASIA PACIFIC,1854,1090,36.4,32500000
Indonesia,EAST ASIA PACIFIC,1854,783,30,22800000
Fiji,EAST ASIA PACIFIC,1854,883,26.1,136000
China,EAST ASIA PACIFIC,1854,697,28,398000000
Cambodia,EAST ASIA PACIFIC,1854,406,35,2260000
Brunei,EAST ASIA PACIFIC,1854,1700,29.2,4580
Australia,EAST ASIA PACIFIC,1854,4790,34,832000
Yemen,ASIA WEST,1854,1020,23.4,2750000
Uzbekistan,ASIA WEST,1854,559,26.9,2620000
United Arab Emirates,ASIA WEST,1854,1220,30.7,40000
Turkmenistan,ASIA WEST,1854,1200,24,501000
Tajikistan,ASIA WEST,1854,679,24.2,636000
Syria,ASIA WEST,1854,600,31.1,1500000
Sri Lanka,ASIA WEST,1854,889,32.6,2090000
Saudi Arabia,ASIA WEST,1854,2460,32.1,2230000
Qatar,ASIA WEST,1854,1340,30.8,14100
Palestine,ASIA WEST,1854,680,32.1,173000
Pakistan,ASIA WEST,1854,1020,25.8,15200000
Oman,ASIA WEST,1854,1060,32.3,349000
Nepal,ASIA WEST,1854,621,32.8,4410000
Maldives,ASIA WEST,1854,842,32.6,51500
Lebanon,ASIA WEST,1854,2740,29.7,424000
Kyrgyz Republic,ASIA WEST,1854,687,23.9,723000
Kuwait,ASIA WEST,1854,1340,26,81400
Kazakhstan,ASIA WEST,1854,1450,26.2,2780000
Jordan,ASIA WEST,1854,1330,31.7,291000
Israel,ASIA WEST,1854,887,32,217000
Iraq,ASIA WEST,1854,4080,31.2,1270000
Iran,ASIA WEST,1854,1620,25.6,7690000
India,ASIA WEST,1854,777,25.4,240000000
Bhutan,ASIA WEST,1854,675,28.8,332000
Bangladesh,ASIA WEST,1854,879,25.5,22900000
Bahrain,ASIA WEST,1854,1600,30.3,64400
Afghanistan,ASIA WEST,1854,678,27.7,3830000
Venezuela,AMERICA SOUTH,1854,2300,32.2,1390000
Uruguay,AMERICA SOUTH,1854,2620,32.9,163000
Suriname,AMERICA SOUTH,1854,2060,32.9,86000
Peru,AMERICA SOUTH,1854,1300,35.7,2990000
Paraguay,AMERICA SOUTH,1854,1280,35.5,357000
Guyana,AMERICA SOUTH,1854,1530,31.1,135000
Ecuador,AMERICA SOUTH,1854,722,32.9,854000
Colombia,AMERICA SOUTH,1854,829,32,2300000
Chile,AMERICA SOUTH,1854,1210,32,1510000
Brazil,AMERICA SOUTH,1854,1060,32,7690000
Bolivia,AMERICA SOUTH,1854,1280,33,1410000
Argentina,AMERICA SOUTH,1854,2270,33.2,1180000
United States,AMERICA NORTH,1854,3310,39.4,26700000
Trinidad and Tobago,AMERICA NORTH,1854,1480,38.8,87300
St. Vincent and the Grenadines,AMERICA NORTH,1854,1060,26,30800
St. Lucia,AMERICA NORTH,1854,981,28,25200
Panama,AMERICA NORTH,1854,1250,32.9,119000
Nicaragua,AMERICA NORTH,1854,1400,25.4,310000
Mexico,AMERICA NORTH,1854,1190,26.9,8100000
Jamaica,AMERICA NORTH,1854,1050,34.2,416000
Honduras,AMERICA NORTH,1854,1040,33.9,362000
Haiti,AMERICA NORTH,1854,898,29,979000
Guatemala,AMERICA NORTH,1854,1130,25.8,894000
Grenada,AMERICA NORTH,1854,1110,37.3,32600
El Salvador,AMERICA NORTH,1854,1300,28.7,391000
Dominican Republic,AMERICA NORTH,1854,804,29.9,162000
Dominica,AMERICA NORTH,1854,836,,24000
Cuba,AMERICA NORTH,1854,1380,36.5,1270000
Costa Rica,AMERICA NORTH,1854,1140,30.2,109000
Canada,AMERICA NORTH,1854,2330,41.2,2810000
Belize,AMERICA NORTH,1854,730,26.5,26000
Barbados,AMERICA NORTH,1854,1150,32.1,143000
Bahamas,AMERICA NORTH,1854,1820,35.2,30800
Antigua and Barbuda,AMERICA NORTH,1854,954,33.5,37000
Zimbabwe,AFRICA SUB SAHARAN,1854,927,33.7,693000
Zambia,AFRICA SUB SAHARAN,1854,756,32.6,1590000
Uganda,AFRICA SUB SAHARAN,1854,548,25.3,3010000
Togo,AFRICA SUB SAHARAN,1854,807,31.3,520000
Tanzania,AFRICA SUB SAHARAN,1854,618,32.2,5440000
Sudan,AFRICA SUB SAHARAN,1854,613,31.4,4710000
South Sudan,AFRICA SUB SAHARAN,1854,599,26.7,1250000
South Africa,AFRICA SUB SAHARAN,1854,2010,33.5,3150000
Somalia,AFRICA SUB SAHARAN,1854,730,29.4,1480000
Sierra Leone,AFRICA SUB SAHARAN,1854,867,25.1,797000
Seychelles,AFRICA SUB SAHARAN,1854,980,37,14200
Senegal,AFRICA SUB SAHARAN,1854,588,25.2,953000
Sao Tome and Principe,AFRICA SUB SAHARAN,1854,940,31,28900
Rwanda,AFRICA SUB SAHARAN,1854,462,31.8,1520000
Nigeria,AFRICA SUB SAHARAN,1854,1030,30.4,13800000
Niger,AFRICA SUB SAHARAN,1854,527,30.8,1010000
Namibia,AFRICA SUB SAHARAN,1854,900,32.4,123000
Mozambique,AFRICA SUB SAHARAN,1854,403,30.3,4740000
Mauritius,AFRICA SUB SAHARAN,1854,1110,7.5,228000
Mauritania,AFRICA SUB SAHARAN,1854,623,32,292000
Mali,AFRICA SUB SAHARAN,1854,611,26.4,1550000
Malawi,AFRICA SUB SAHARAN,1854,353,30.3,2150000
Madagascar,AFRICA SUB SAHARAN,1854,677,30.5,2660000
Liberia,AFRICA SUB SAHARAN,1854,876,31.1,339000
Lesotho,AFRICA SUB SAHARAN,1854,362,32.8,185000
Kenya,AFRICA SUB SAHARAN,1854,1010,25.5,3430000
Guinea-Bissau,AFRICA SUB SAHARAN,1854,584,32,214000
Guinea,AFRICA SUB SAHARAN,1854,484,30.1,1060000
Ghana,AFRICA SUB SAHARAN,1854,726,28,2020000
Gambia,AFRICA SUB SAHARAN,1854,840,28.8,115000
